# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-t" "exon" "-g" "gene_id" "-a" "reference/AmoebaDB-61_NgruberiNEG-M.gtf" "data/mapping/Ng_01_mapping.bam" "data/mapping/Ng_02_mapping.bam" "data/mapping/Ng_03_mapping.bam" "data/mapping/Ng_04_mapping.bam" "data/mapping/Ng_05_mapping.bam" "data/mapping/Ng_06_mapping.bam" "data/mapping/Ng_07_mapping.bam" "data/mapping/Ng_08_mapping.bam" "data/mapping/Ng_09_mapping.bam" "data/mapping/Ng_10_mapping.bam" "data/mapping/Ng_11_mapping.bam" "data/mapping/Ng_12_mapping.bam" "data/mapping/Ng_13_mapping.bam" "data/mapping/Ng_14_mapping.bam" "data/mapping/Ng_15_mapping.bam" "data/mapping/Ng_16_mapping.bam" "data/mapping/Ng_17_mapping.bam" "data/mapping/Ng_19_mapping.bam" "data/mapping/Ng_21_mapping.bam" "-o" "data/feature_counts/counts.txt" 
Geneid	Chr	Start	End	Strand	Length	data/mapping/Ng_01_mapping.bam	data/mapping/Ng_02_mapping.bam	data/mapping/Ng_03_mapping.bam	data/mapping/Ng_04_mapping.bam	data/mapping/Ng_05_mapping.bam	data/mapping/Ng_06_mapping.bam	data/mapping/Ng_07_mapping.bam	data/mapping/Ng_08_mapping.bam	data/mapping/Ng_09_mapping.bam	data/mapping/Ng_10_mapping.bam	data/mapping/Ng_11_mapping.bam	data/mapping/Ng_12_mapping.bam	data/mapping/Ng_13_mapping.bam	data/mapping/Ng_14_mapping.bam	data/mapping/Ng_15_mapping.bam	data/mapping/Ng_16_mapping.bam	data/mapping/Ng_17_mapping.bam	data/mapping/Ng_19_mapping.bam	data/mapping/Ng_21_mapping.bam
GENE_51787	GG738892.1	315255	317141	+	1887	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	1	1
GENE_51788	GG738892.1	317917	320499	-	2583	0	7	46	7	14	6	4	12	32	17	25	18	14	46	41	52	67	19	21
GENE_71755	GG738892.1;GG738892.1;GG738892.1;GG738892.1;GG738892.1;GG738892.1	320768;322568;322992;324709;325039;325275	322500;322677;324218;324820;325231;325577	+;+;+;+;+;+	3678	0	1	20	1	6	7	2	1	7	4	7	3	5	16	1	4	2	3	3
GENE_81023	GG738892.1;GG738892.1;GG738892.1;GG738892.1	326522;327837;328455;330279	326695;328413;330198;330366	-;-;-;-	2583	76	359	11	451	701	868	775	670	2602	2167	2466	2485	2966	235	1370	1124	1253	86	72
GENE_71757	GG738892.1	333521	334246	+	726	1	1	1	1	1	0	0	2	33	9	21	25	16	6	6	0	5	4	2
GENE_51792	GG738892.1;GG738892.1	340593;341736	341088;342059	-;-	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_77126	GG739554.1	9	1085	-	1077	0	0	0	2	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0
GENE_76826	GG739174.1;GG739174.1	2981;3677	3631;3880	-;-	855	0	5	0	6	4	3	0	0	7	10	3	1	9	1	0	0	0	4	7
GENE_76827	GG739174.1;GG739174.1	4167;4347	4266;4746	-;-	500	0	11	0	2	2	3	4	4	139	153	128	141	172	1	1	1	5	12	5
GENE_54941	GG739282.1	503	1613	-	1111	134	160	0	189	58	50	50	40	138	92	110	103	126	1007	1357	731	795	59	96
GENE_76972	GG739306.1	290	616	-	327	0	1	0	0	0	0	0	0	2	6	4	2	5	0	0	0	0	0	0
GENE_t904	GG739306.1	726	796	+	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_54953	GG739314.1	26	757	-	732	25	11	23	11	23	28	18	21	122	116	130	133	139	29	29	50	51	59	59
GENE_76969	GG739303.1;GG739303.1;GG739303.1;GG739303.1	481;579;761;833	538;704;790;1050	+;+;+;+	432	0	1	0	2	2	2	2	2	7	5	3	2	11	2	1	1	2	7	1
GENE_76535	GG739019.1;GG739019.1;GG739019.1;GG739019.1;GG739019.1;GG739019.1;GG739019.1;GG739019.1;GG739019.1;GG739019.1	551;599;735;795;855;904;1048;1103;1148;1204	553;682;737;797;857;993;1050;1105;1150;1392	-;-;-;-;-;-;-;-;-;-	384	18	55	0	56	30	42	44	36	41	37	42	38	28	53	73	36	64	25	71
GENE_76536	GG739019.1;GG739019.1;GG739019.1	3509;3741;4529	3583;4090;4734	-;-;-	631	98	145	0	132	201	176	197	163	143	117	146	157	130	47	94	95	94	67	52
GENE_76881	GG739214.1	2813	3514	-	702	0	5	0	1	5	5	8	6	33	20	35	19	24	1	4	0	1	0	0
GENE_76379	GG738973.1	7230	7862	+	633	354	543	32	498	695	637	518	386	150	140	153	159	130	1064	820	862	874	149	40
GENE_54652	GG738973.1	12854	13369	-	516	16	31	1	49	7	10	12	6	1	1	2	3	3	15	11	17	10	8	6
GENE_76381	GG738973.1	14202	15044	-	843	0	0	0	0	1	0	0	0	2	4	4	1	3	0	0	0	0	2	2
GENE_76875	GG739206.1;GG739206.1	17;2668	1516;3809	-;-	2642	0	2	0	2	1	2	3	3	6	1	4	2	5	1	10	12	8	2	2
GENE_54888	GG739191.1	178	804	-	627	47	16	25	9	12	6	8	4	37	38	30	53	44	46	11	25	38	26	9
GENE_76391	GG738976.1;GG738976.1	1649;1999	1979;2099	+;+	432	21	7	8	8	12	11	8	20	75	56	56	51	59	5	28	29	41	18	12
GENE_76392	GG738976.1;GG738976.1	23835;24169	24101;24471	-;-	570	0	3	0	1	3	6	5	4	7	9	21	9	5	15	1	7	11	31	27
GENE_76393	GG738976.1	29228	29845	+	618	0	3	38	9	7	2	3	3	416	384	425	357	401	122	91	33	45	108	146
GENE_76872	GG739203.1	3157	3759	-	603	0	6	0	4	1	11	6	2	35	15	19	16	11	6	10	25	33	3	6
GENE_77097	GG739499.1	367	861	-	495	0	0	0	0	0	0	0	1	2	1	0	4	1	2	1	5	2	0	0
GENE_54947	GG739290.1	17	1051	-	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_82389	GG739587.1	264	1060	-	797	46	50	0	28	99	99	85	112	58	59	74	60	47	512	407	355	391	158	250
GENE_77086	GG739478.1	400	1044	-	645	37	40	0	37	37	51	55	49	425	362	380	388	454	127	128	132	165	223	190
GENE_77038	GG739382.1	37	348	+	312	69	83	10	118	12	25	17	22	19	14	14	16	8	112	56	38	23	392	192
GENE_77017	GG739359.1	46	828	-	783	65	103	0	134	240	211	214	171	195	198	262	206	203	18	52	51	51	160	384
GENE_53196	GG738910.1;GG738910.1;GG738910.1;GG738910.1	134;1968;8752;9510	896;2555;8877;10429	+;+;+;+	2397	181	159	0	171	126	83	78	82	195	199	196	206	191	51	155	192	219	29	92
GENE_53197	GG738910.1	11591	12640	+	1050	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GENE_74016	GG738910.1	13171	13677	+	507	0	1	0	0	1	0	1	0	0	5	4	6	2	0	0	0	0	3	0
GENE_74017	GG738910.1	14519	15064	+	546	0	0	0	0	0	0	1	1	2	7	9	1	1	0	0	1	0	0	0
GENE_74018	GG738910.1	16452	16928	+	477	250	395	133	466	58	53	59	115	438	981	1196	669	624	238	84	99	107	89	29
GENE_53198	GG738910.1	17516	18061	-	546	101	177	0	285	314	247	219	198	99	104	187	114	107	71	73	43	36	44	32
GENE_53199	GG738910.1	19195	19758	-	564	176	184	33	209	244	183	188	150	291	325	380	315	340	217	126	149	154	358	437
GENE_81683	GG738910.1	20797	21441	-	645	54	119	62	67	55	52	34	25	150	140	154	149	155	92	77	121	113	272	462
GENE_74022	GG738910.1	22828	23883	+	1056	17	11	18	13	21	16	25	17	57	35	69	58	67	31	45	43	31	48	44
GENE_74023	GG738910.1	26909	27415	-	507	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	2
GENE_74024	GG738910.1	27707	28216	-	510	0	4	0	3	5	1	1	9	19	47	78	26	40	13	5	3	1	2	0
GENE_74025	GG738910.1	28853	29560	+	708	28	86	0	96	49	59	59	74	24	44	42	52	26	36	69	45	57	13	4
GENE_53201	GG738910.1;GG738910.1;GG738910.1	30241;31845;34412	31774;32602;34954	-;-;-	2835	0	13	0	14	3	9	15	5	9	4	6	4	10	12	11	6	16	8	2
GENE_59570	GG738910.1;GG738910.1	35662;36088	36049;37612	+;+	1913	95	220	17	306	282	236	239	268	552	597	613	533	553	265	283	336	423	632	764
GENE_81685	GG738910.1;GG738910.1;GG738910.1	37706;38159;39456	38103;39414;40036	+;+;+	2235	69	165	0	130	132	98	117	125	365	376	472	423	455	135	172	227	229	288	321
GENE_81686	GG738910.1;GG738910.1	41162;43032	42197;45285	-;-	3290	23	47	0	53	49	49	66	55	4329	3900	4430	4396	4728	451	411	387	449	114	92
GENE_81687	GG738910.1	45273	50625	-	5353	738	825	193	718	467	392	358	258	2403	1994	2037	2346	2549	407	378	518	530	611	744
GENE_59573	GG738910.1	52143	53618	+	1476	345	727	204	1055	679	594	530	567	415	414	514	493	493	798	794	1167	1206	663	1034
GENE_60943	GG738910.1;GG738910.1	54970;55227	55189;56107	+;+	1101	0	0	0	0	1	0	0	0	3	2	4	2	3	0	0	1	0	0	0
GENE_74036	GG738910.1	56355	57377	+	1023	0	0	0	0	2	1	0	0	13	15	7	13	13	0	0	1	0	4	3
GENE_53208	GG738910.1;GG738910.1	57503;63929	63879;64103	-;-	6552	103	250	43	277	334	380	383	388	1276	1261	1274	1205	1333	955	927	1090	1150	1289	2494
GENE_81689	GG738910.1	64568	68312	+	3745	428	735	176	826	877	883	944	952	2563	2345	2490	2635	2657	1309	1482	1697	1918	2568	3924
GENE_81690	GG738910.1	68292	69473	-	1182	1217	1766	835	2112	2446	2380	2262	2009	2448	2442	2735	2678	2551	3884	3655	4305	4882	2128	2357
GENE_74040	GG738910.1;GG738910.1;GG738910.1	69681;70130;70294	69840;70250;71224	+;+;+	1212	40	31	178	21	15	4	2	4	593	586	580	567	686	28	14	16	21	18	15
GENE_74041	GG738910.1;GG738910.1;GG738910.1;GG738910.1;GG738910.1	71379;72754;73231;74374;75765	72715;73187;73991;75721;75808	+;+;+;+;+	3924	138	256	72	284	410	348	279	238	1419	1190	1180	1334	1591	179	313	231	301	140	210
GENE_74042	GG738910.1;GG738910.1;GG738910.1	76161;77230;77499	77182;77415;77649	-;-;-	1359	145	341	94	97	45	29	24	21	2906	2412	2740	2644	3131	61	43	67	76	94	93
GENE_81691	GG738910.1;GG738910.1	77968;78246	78199;78787	+;+	774	391	616	81	509	905	852	856	731	1047	996	1066	1060	978	1726	1113	1315	1536	1889	2090
GENE_74044	GG738910.1	79596	80084	+	489	0	0	0	2	2	0	0	0	29	24	19	23	21	0	0	0	0	3	0
GENE_74045	GG738910.1	81830	83305	-	1476	0	0	0	2	0	0	0	0	4	4	2	6	16	0	1	1	0	1	0
GENE_74046	GG738910.1	83777	85162	-	1386	0	0	0	0	0	0	0	1	13	11	14	11	9	0	0	0	0	3	6
GENE_74047	GG738910.1	85498	86550	-	1053	0	2	0	0	0	0	0	2	20	14	15	20	16	1	0	0	1	9	19
GENE_74048	GG738910.1	86933	88333	+	1401	0	2	0	0	3	2	1	1	27	24	28	30	22	0	1	1	0	10	13
GENE_74049	GG738910.1;GG738910.1	88407;89983	89942;90318	-;-	1872	231	376	113	208	54	22	9	9	840	770	774	807	833	20	11	18	17	10	19
GENE_74050	GG738910.1	90570	91535	+	966	98	393	235	440	380	346	390	403	226	186	235	193	188	293	254	383	500	1177	1133
GENE_83307	GG738910.1	91528	92997	-	1470	4439	6916	547	8034	14135	15176	14144	10169	2327	2216	2808	2433	2494	1417	1244	1136	1289	1270	1617
GENE_55906	GG738910.1;GG738910.1	93878;94039	93971;94953	+;+	1009	1852	3156	493	3524	4823	4855	4423	3432	1732	1631	1924	1750	1744	2888	2534	2759	2954	2050	2690
GENE_74053	GG738910.1	95801	97492	-	1692	119	113	54	132	181	159	187	168	255	258	276	236	269	177	198	264	298	249	276
GENE_81694	GG738910.1	98630	100506	+	1877	105	109	125	118	242	244	295	263	333	329	342	411	433	352	281	314	291	480	705
GENE_81695	GG738910.1;GG738910.1	100618;100906	100869;102350	+;+	1697	195	495	142	574	1437	1351	1464	1244	779	771	885	857	830	648	1431	1556	1767	536	966
GENE_83309	GG738910.1	106598	108645	-	2048	20459	33697	4950	31838	91336	90836	94862	78434	3245	2478	2889	3148	3176	8893	11123	9539	10563	51225	85207
GENE_74057	GG738910.1;GG738910.1	108914;108971	108930;110078	+;+	1125	21	46	0	79	41	36	40	33	3	3	4	4	2	1	8	5	13	495	1363
GENE_74058	GG738910.1	110899	111894	+	996	11	26	1	18	18	10	15	10	23	16	28	21	16	15	13	16	17	27	72
GENE_74059	GG738910.1	112532	114199	+	1668	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	3
GENE_60947	GG738910.1;GG738910.1	115146;115408	115365;116312	+;+	1125	0	55	11	9	27	8	7	5	51	67	81	77	78	4	2	3	2	2	0
GENE_59580	GG738910.1	117153	119099	+	1947	140	236	58	160	181	204	214	202	536	535	567	582	530	504	418	445	454	503	629
GENE_59582	GG738910.1;GG738910.1;GG738910.1	121602;123269;124606	122972;124556;125235	+;+;+	3289	680	1199	276	1253	1284	1000	933	798	2038	2122	2228	2210	2324	1172	1411	1650	1969	1638	2232
GENE_74065	GG738910.1;GG738910.1;GG738910.1	125333;126046;126262	125993;126222;127043	-;-;-	1620	50	109	196	76	139	128	141	123	438	447	421	414	464	275	310	356	398	410	564
GENE_59583	GG738910.1;GG738910.1	127558;127980	127924;129766	+;+	2154	713	1365	395	1390	1876	1633	1625	1546	4025	3916	4455	4093	4258	2021	2658	2993	3254	5896	9218
GENE_81702	GG738910.1	130541	133380	+	2840	797	1340	454	1162	1860	1700	1634	1440	2743	2480	2524	2644	2919	1302	1535	1745	1929	6233	8696
GENE_74068	GG738910.1	133476	134240	+	765	668	1103	320	1672	2219	2502	2550	2168	1624	1665	1967	1834	1857	3658	2669	2931	3209	2043	2960
GENE_81703	GG738910.1	134442	136986	+	2545	1453	2342	185	2773	16765	15450	13150	9947	1810	1623	2057	1886	1887	981	1600	1001	1290	2338	2399
GENE_74070	GG738910.1	137193	138860	+	1668	0	0	0	0	0	0	0	0	23	30	29	39	25	0	0	0	0	9	3
GENE_74071	GG738910.1	139727	141073	+	1347	32	13	5	9	4	6	5	6	25	16	21	14	23	15	14	17	18	19	37
GENE_81704	GG738910.1;GG738910.1;GG738910.1	141189;141289;141517	141199;141368;142482	+;+;+	1057	1013	1673	395	2504	3240	4094	4543	4112	1445	1461	1665	1617	1588	8922	7306	8969	9674	2508	2662
GENE_81705	GG738910.1;GG738910.1;GG738910.1;GG738910.1	143158;143561;144110;144307	143287;144078;144272;144680	+;+;+;+	1185	0	9	0	9	17	12	10	7	144	158	150	169	166	19	30	25	28	21	12
GENE_74074	GG738910.1	144939	145853	-	915	35	48	0	35	66	53	46	41	222	217	240	238	211	39	58	60	66	70	42
GENE_74075	GG738910.1	146263	146910	+	648	0	0	0	0	0	0	0	0	0	1	2	3	4	0	0	0	0	0	0
GENE_74076	GG738910.1	147825	148745	+	921	0	1	0	0	0	1	0	0	28	22	27	27	19	0	0	0	0	0	0
GENE_74077	GG738910.1	149434	150135	-	702	0	8	0	6	7	4	7	3	6	19	21	14	21	51	53	54	81	75	88
GENE_74078	GG738910.1;GG738910.1	150603;151058	151016;152401	-;-	1758	94	100	25	76	93	93	88	107	360	412	447	436	417	542	721	717	833	153	143
GENE_74079	GG738910.1	152480	154732	-	2253	103	159	30	175	225	180	171	135	236	236	266	265	252	94	125	189	192	140	209
GENE_53232	GG738910.1;GG738910.1	156024;156664	156580;157108	+;+	1002	1633	2582	424	3274	4330	4828	4125	3514	753	723	1112	822	785	1946	1426	1153	1233	1757	2925
GENE_53233	GG738910.1;GG738910.1	157282;159236	158030;162605	+;+	4119	101	229	55	354	154	119	156	157	79	81	83	76	81	324	274	422	464	843	859
GENE_74083	GG738910.1	163836	165713	-	1878	82	103	27	90	144	156	156	140	194	235	221	221	271	106	115	184	175	238	238
GENE_74084	GG738910.1	165885	168320	+	2436	18	2	0	0	2	0	2	0	27	13	13	14	18	0	0	0	0	6	2
GENE_59586	GG738910.1	168353	171177	-	2825	1174	1740	1400	2203	2731	3207	3549	3005	1656	1488	1905	1828	1698	6570	5162	5269	5887	3409	3359
GENE_74086	GG738910.1;GG738910.1;GG738910.1;GG738910.1	171934;172207;172473;172618	172091;172404;172571;172735	+;+;+;+	573	151	158	12	143	219	217	184	145	249	246	296	255	262	356	208	245	294	715	1253
GENE_53237	GG738910.1	172835	173809	+	975	0	24	0	22	21	19	9	15	16	17	14	13	13	15	4	15	17	53	109
GENE_74088	GG738910.1	173976	175058	+	1083	38	45	54	63	109	117	155	86	453	454	389	474	517	119	211	259	273	123	158
GENE_53239	GG738910.1	175404	176747	-	1344	14	23	8	27	27	26	34	23	507	488	520	533	486	68	51	80	89	76	96
GENE_81707	GG738910.1	177305	180511	+	3207	42	292	140	352	445	366	383	501	1155	1140	1180	1247	1203	604	728	680	923	948	1222
GENE_74091	GG738910.1	180923	181933	+	1011	0	0	0	0	1	0	0	0	11	4	5	4	14	3	6	5	3	14	5
GENE_74092	GG738910.1	182399	183649	+	1251	16	17	70	34	70	87	80	70	286	281	272	250	301	134	107	152	135	290	390
GENE_74093	GG738910.1	183727	184422	-	696	810	1649	61	1340	917	875	835	489	126	89	97	105	103	124	95	77	81	1258	605
GENE_53243	GG738910.1	185097	185930	+	834	35	63	0	112	129	117	100	133	60	61	95	60	51	90	38	11	2	63	19
GENE_53244	GG738910.1	186205	188319	-	2115	30	56	0	63	86	88	94	83	181	189	227	231	208	150	112	165	179	296	438
GENE_59588	GG738910.1;GG738910.1;GG738910.1	189594;189854;190068	189811;190023;192443	+;+;+	2764	107	120	11	108	699	785	794	554	186	210	184	241	208	1159	1114	816	824	363	337
GENE_74097	GG738910.1;GG738910.1;GG738910.1;GG738910.1;GG738910.1;GG738910.1;GG738910.1	194285;194495;194815;195666;195840;196041;196190	194440;194774;195624;195796;195999;196150;202357	+;+;+;+;+;+;+	7815	14	16	0	20	26	36	32	25	16	20	27	18	15	38	44	38	49	31	42
GENE_53247	GG738910.1;GG738910.1	203445;204737	204687;217002	+;+	13509	31	36	10	44	97	104	136	126	355	353	471	434	428	261	266	366	352	274	575
GENE_74099	GG738910.1;GG738910.1;GG738910.1	218206;221845;223332	221771;223287;223830	-;-;-	5508	0	1	0	0	2	4	3	1	0	4	3	1	0	0	0	0	1	2	1
GENE_74100	GG738910.1;GG738910.1	228325;231137	230524;233481	+;+	4545	0	2	22	3	7	5	3	6	3	2	3	5	5	0	1	0	1	13	26
GENE_76752	GG739125.1	16	882	-	867	0	4	0	2	9	12	5	8	32	26	22	26	14	69	61	89	99	23	27
GENE_69686	GG738880.1	268	714	-	447	0	12	11	19	89	110	94	64	0	0	0	0	0	6	1	4	4	2	2
GENE_69687	GG738880.1;GG738880.1;GG738880.1;GG738880.1	2456;2866;2955;3308	2781;2891;3230;4422	+;+;+;+	1743	0	7	0	8	8	3	10	12	2	3	6	2	2	5	11	2	7	8	9
GENE_69688	GG738880.1;GG738880.1;GG738880.1;GG738880.1	4581;5098;5539;6262	4740;5217;6075;6533	+;+;+;+	1089	412	774	134	379	188	39	22	33	1134	942	1074	1034	1171	110	48	75	73	68	100
GENE_83220	GG738880.1	8135	8855	-	721	169	392	120	159	93	24	16	10	786	679	723	696	872	30	13	15	20	23	25
GENE_69690	GG738880.1;GG738880.1;GG738880.1;GG738880.1;GG738880.1	10119;10272;10639;11081;11285	10204;10589;11023;11236;11323	-;-;-;-;-	984	3431	6204	500	6336	4997	4379	3755	3241	4576	4343	5031	4716	4662	5066	3895	3176	3381	2791	3742
GENE_50477	GG738880.1	13389	14204	+	816	12	26	0	29	9	1	1	3	7	0	1	1	1	1	1	2	6	35	87
GENE_80417	GG738880.1	14543	16255	-	1713	1911	3640	537	4990	3322	3267	3172	3354	2726	2155	2390	2389	2595	2904	3755	2968	3123	7132	8487
GENE_69694	GG738880.1	17339	17737	+	399	233	230	216	221	332	258	287	258	473	483	600	551	502	1034	696	886	918	2496	1358
GENE_69695	GG738880.1;GG738880.1;GG738880.1;GG738880.1	17871;18662;19622;20623	18555;19510;20324;20866	-;-;-;-	2481	664	890	13	781	690	589	481	453	1185	995	1211	1227	1242	520	467	456	535	535	689
GENE_80419	GG738880.1	28695	30416	-	1722	217	448	111	539	783	670	746	671	1076	1011	1130	1086	1104	828	989	1220	1249	1523	2667
GENE_80420	GG738880.1	30970	38956	+	7987	84	332	155	343	534	573	627	532	524	572	700	620	580	863	665	744	802	1569	2979
GENE_69699	GG738880.1;GG738880.1;GG738880.1;GG738880.1	39136;76376;77307;77397	39447;77251;77348;77768	-;-;-;-	1602	759	1234	168	1361	3940	4659	5004	4093	462	378	453	395	425	1027	2517	2387	2682	338	318
GENE_80421	GG738880.1;GG738880.1	78597;78891	78835;79460	-;-	809	15	19	0	18	46	41	35	34	513	545	574	595	575	162	140	163	179	153	131
GENE_69701	GG738880.1	80022	80420	+	399	0	0	0	1	0	1	0	0	1	0	0	1	3	2	2	2	1	21	14
GENE_50483	GG738880.1;GG738880.1	80505;81461	81143;81592	-;-	771	4	22	0	34	62	32	30	45	142	155	143	148	153	63	41	48	56	290	341
GENE_80422	GG738880.1	81585	82276	+	692	149	188	84	250	210	155	126	140	656	672	733	708	700	180	130	141	149	1195	1153
GENE_69704	GG738880.1	82412	82780	-	369	206	206	27	187	187	161	167	184	174	153	209	180	201	331	185	301	343	295	340
GENE_69705	GG738880.1	82947	83276	+	330	56	54	0	57	116	88	107	111	213	201	249	210	212	497	294	344	334	172	97
GENE_69706	GG738880.1;GG738880.1	83575;83915	83847;83950	-;-	309	811	1091	138	531	472	291	200	179	683	627	692	662	723	764	403	425	437	119	37
GENE_69707	GG738880.1;GG738880.1	84272;85133	84961;85225	-;-	783	899	1275	330	2478	2199	2254	2315	1894	1397	1397	1817	1567	1470	2383	1672	2323	2731	1275	1260
GENE_69708	GG738880.1	85472	86818	+	1347	48	67	0	78	123	122	111	79	252	203	235	253	236	162	176	223	205	185	145
GENE_50486	GG738880.1;GG738880.1;GG738880.1	90092;90547;94074	90154;93908;95013	-;-;-	4365	0	37	35	44	61	76	84	80	74	83	92	91	94	60	98	116	110	71	132
GENE_58582	GG738880.1;GG738880.1;GG738880.1	95616;96713;96899	96671;96844;97122	-;-;-	1412	721	972	136	456	497	261	224	167	1631	1477	1655	1553	1820	19	12	41	53	217	405
GENE_69711	GG738880.1	97604	97942	-	339	61	65	18	70	61	66	39	49	104	80	127	98	87	30	20	51	55	142	161
GENE_69712	GG738880.1	98243	99688	+	1446	832	1252	295	1587	1806	1874	1838	1617	1413	1128	1709	1291	1304	226	219	214	226	1141	1765
GENE_80425	GG738880.1;GG738880.1	99746;100584	100541;101376	+;+	1589	154	222	52	257	252	242	219	229	288	303	350	345	312	308	308	343	394	442	654
GENE_69714	GG738880.1	102157	102840	+	684	13	43	15	52	91	87	79	76	20	55	47	42	27	535	249	300	265	63	34
GENE_69715	GG738880.1;GG738880.1	102937;104120	104007;105280	+;+	2232	28	49	0	47	26	44	43	42	139	128	143	145	138	140	103	166	186	128	134
GENE_50490	GG738880.1	105302	106330	-	1029	0	3	0	1	0	1	0	1	48	33	54	41	52	0	0	3	0	4	6
GENE_50491	GG738880.1;GG738880.1	106789;107088	107035;107998	+;+	1158	0	68	0	53	81	69	76	75	215	241	257	212	223	82	67	86	97	126	141
GENE_50492	GG738880.1	109207	111591	-	2385	326	526	58	666	482	473	478	435	844	850	936	1016	985	370	524	691	771	1176	2357
GENE_69718	GG738880.1	111822	112733	+	912	77	191	39	157	197	171	158	121	194	184	186	160	191	125	106	136	124	287	276
GENE_50494	GG738880.1	112787	113431	-	645	118	115	46	169	172	172	130	107	20	20	15	18	5	10	11	24	18	38	91
GENE_80426	GG738880.1	113578	114140	-	563	99831	173596	4270	261267	227562	195742	200548	182311	294	307	566	339	271	1829	710	1357	1704	11097	15884
GENE_80427	GG738880.1;GG738880.1	114837;119201	119156;119630	-;-	4750	147	223	0	225	107	129	143	104	3785	3431	3735	3875	4118	191	167	191	165	373	315
GENE_69722	GG738880.1	119963	120313	-	351	0	12	0	10	8	11	9	2	68	80	72	67	74	33	19	19	14	91	96
GENE_50497	GG738880.1	120533	122023	-	1491	14	81	0	93	88	84	62	57	328	371	335	384	395	25	48	54	105	67	81
GENE_69724	GG738880.1;GG738880.1;GG738880.1;GG738880.1	122159;122396;122575;123469	122304;122522;123422;123589	+;+;+;+	1242	127	195	76	201	179	146	163	179	249	197	251	236	230	351	275	355	408	489	715
GENE_80428	GG738880.1;GG738880.1	124215;125018	124975;125705	+;+	1449	391	557	82	691	520	490	462	446	304	283	364	291	306	339	384	446	537	986	933
GENE_69726	GG738880.1;GG738880.1;GG738880.1;GG738880.1;GG738880.1;GG738880.1	125952;126976;127419;127903;128005;128080	126938;127371;127871;127954;128034;128192	-;-;-;-;-;-	2031	4	18	0	16	49	30	74	54	441	351	382	367	436	76	88	106	109	269	267
GENE_58587	GG738880.1	129166	130146	+	981	35420	33298	59208	32356	47244	44304	43777	37413	45807	46239	52150	48895	50373	72213	51842	51008	54525	12022	2074
GENE_50501	GG738880.1	130740	131576	+	837	20	57	36	41	60	45	42	41	128	107	123	115	103	50	68	95	118	59	69
GENE_50502	GG738880.1;GG738880.1	131963;132248	132187;132739	+;+	717	58	80	0	60	41	49	33	37	795	816	1063	836	975	73	51	65	95	127	142
GENE_80430	GG738880.1;GG738880.1	133028;133538	133458;134085	-;-	979	7530	11447	4233	12464	16446	16641	16307	13584	2588	2498	2857	2691	2654	7461	6312	7711	8215	8554	4899
GENE_t426	GG738880.1	134257	134330	+	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_69731	GG738880.1	134384	135085	-	702	0	2	0	1	0	0	0	0	0	3	1	1	0	0	0	1	0	0	0
GENE_69732	GG738880.1	135540	136922	-	1383	0	0	0	0	1	0	1	0	2	1	8	1	2	0	1	1	0	0	0
GENE_69733	GG738880.1	137479	138342	-	864	3756	5958	393	7057	7223	8438	8231	6493	405	471	909	509	496	346	197	258	261	767	356
GENE_69734	GG738880.1;GG738880.1;GG738880.1	138515;138959;139240	138917;139191;139305	-;-;-	702	53	73	12	127	80	62	51	50	6	6	5	4	4	6	14	16	21	50	85
GENE_69735	GG738880.1	139643	140374	-	732	106	291	32	431	235	275	257	259	187	203	225	213	201	394	264	331	369	400	487
GENE_80431	GG738880.1	140792	142889	+	2098	1561	2381	981	2283	2390	1687	1439	1456	2317	3109	3215	2899	2805	3461	4217	3964	4362	1354	1666
GENE_69737	GG738880.1;GG738880.1	142954;143444	143399;144584	+;+	1587	91	177	68	110	159	90	49	25	558	473	507	498	524	8	3	8	15	187	255
GENE_69738	GG738880.1	144970	145686	+	717	16	34	0	29	32	41	42	66	78	58	69	93	88	91	59	99	96	170	207
GENE_69739	GG738880.1	146297	146767	-	471	11	31	0	31	31	38	42	42	128	134	141	121	146	62	97	146	149	76	98
GENE_50506	GG738880.1	147138	148079	-	942	0	12	0	27	34	17	20	35	109	110	114	100	102	14	59	122	142	6	11
GENE_69741	GG738880.1	148147	149808	-	1662	142	134	6	168	110	105	92	113	196	210	200	186	219	93	93	117	138	429	447
GENE_58590	GG738880.1	150097	152771	+	2675	39	65	39	20	16	8	5	11	2372	2039	2264	2325	2550	2	6	21	21	7	16
GENE_69743	GG738880.1	152950	153414	-	465	87	131	170	33	32	12	23	30	3030	2786	3609	3086	3262	7	2	14	4	11	5
GENE_69744	GG738880.1	154234	154866	+	633	0	0	0	5	1	0	0	0	17	19	17	19	20	0	0	0	0	3	3
